r_def,loc,mun,est,est_d,ageb,t_loc,cd_a,ent,con,upm,d_sem,n_pro_viv,v_sel,n_hog,h_mud,n_ent,per,n_ren,c_res,par_c,sex,eda,nac_dia,nac_mes,nac_anio,l_nac_c,cs_p12,cs_p13_1,cs_p13_2,cs_p14_c,cs_p15,cs_p16,cs_p17,n_hij,e_con,cs_ad_mot,cs_p20_des,cs_ad_des,cs_nr_mot,cs_p22_des,cs_nr_ori,ur,zona,salario,fac,clase1,clase2,clase3,pos_ocu,seg_soc,rama,c_ocu11c,ing7c,dur9c,emple7c,medica5c,buscar5c,rama_est1,rama_est2,dur_est,ambito1,ambito2,tue1,tue2,tue3,busqueda,d_ant_lab,d_cexp_est,dur_des,sub_o,s_clasifi,remune2c,pre_asa,tip_con,dispo,nodispo,c_inac5c,pnea_est,niv_ins,eda5c,eda7c,eda12c,eda19c,hij5c,domestico,anios_esc,hrsocup,ingocup,ing_x_hrs,tpg_p8a,tcco,cp_anoc,imssissste,ma48me1sm,p14apoyos,scian,t_tra,emp_ppal,tue_ppal,trans_ppal,mh_fil2,mh_col,sec_ins
0,1,5,20,118,0,1,1,9,40296,903365,107,82,5,1,0,2,219,2,1,201,2,51,9,7,1967,9,1,2,6, , , ,2,3,5, , , , , , ,1,2,3080,725,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,3,5,8,13,3,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,20,118,0,1,1,9,40296,903365,107,82,5,1,0,2,219,3,1,301,2,30,6,7,1988,9,1,7,4,5121,3,1,2,0,6, , , , , , ,1,2,3080,725,1,1,1,1,1,4,2,2,5,4,3,4,3,9,4,2,4,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,3,4,9,1,3,16,35,0,0,0,0,0,2,0,0,15,1,2,2,0,3,2,7
0,1,5,20,118,0,1,1,9,40296,903365,107,82,5,1,0,2,219,4,1,301,2,26,6,2,1993,9,1,6,3,2335,2,1,2,0,6, , , , , , ,1,2,3080,725,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,3,2,2,3,8,1,3,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,20,118,0,1,1,9,40296,903365,107,82,5,1,0,2,219,5,1,301,1,22,24,7,1996,9,1,7,3,5411,3,2,1, ,6, , , , , , ,1,2,3080,725,1,1,1,4,2,4,1,6,4,6,1,4,3,9,3,2,6,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,7,0,2,15,25,0,0,0,0,0,4,0,0,15,1,1,2,0,3,9,7
0,1,5,40,120,0,1,1,9,40297,903179,107,5,1,1,1,2,219,1,1,101,1,34,4,4,1985,9,1,7,4,5334,3,1,2, ,5, , , , , , ,1,2,3080,962,1,1,1,1,1,4,4,7,7,6,3,4,3,7,5,2,6,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,3,4,9,0,3,16,50,0,0,0,0,0,2,0,0,8,1,2,2,0,3,2,7
0,1,5,40,120,0,1,1,9,40297,903179,107,5,1,1,1,2,219,2,1,201,2,34,25,8,1984,9,1,7,1,5321,3,2,2,2,5, , , , , , ,1,2,3080,962,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,2,3,4,9,2,8,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,40,120,0,1,1,9,40297,903179,107,5,1,1,1,2,219,3,1,301,2,14,31,3,2005,9,1,3,1, , , ,1,0,6, , , , , , ,1,2,3080,962,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,0,0,5,1,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,40,120,0,1,1,9,40297,903179,107,5,1,1,1,2,219,4,1,301,1,2,10,3,2017,9, , , , , , , , , , , , , , , ,1,2,3080,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,5,40,120,0,1,1,9,40297,903179,107,26,2,1,0,2,219,1,1,101,1,54,21,10,1964,9,1,7,4,5330,3,1,2, ,5, , , , , , ,1,2,3080,962,1,1,1,1,1,4,3,5,7,6,3,4,3,8,5,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,8,13,0,3,16,55,0,0,0,0,0,1,0,0,12,1,2,2,0,3,2,2
0,1,5,40,120,0,1,1,9,40297,903179,107,26,2,1,0,2,219,2,1,201,2,51,10,10,1967,9,1,7,4,5330,3,1,2,1,5, , , , , , ,1,2,3080,962,1,1,1,1,1,2,3,5,7,6,3,4,2,3,5,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,8,13,2,3,16,50,0,0,0,0,0,1,0,0,5,1,2,2,0,3,2,2
0,1,5,40,120,0,1,1,9,40297,903179,107,26,2,1,0,2,219,3,1,301,1,14,10,7,2004,9,1,3,1, , , ,1, ,6, , , , , , ,1,2,3080,962,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,0,0,5,0,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,40,120,0,1,1,9,40297,903179,107,45,3,1,0,2,219,1,1,101,1,58,24,1,1961,11,1,9,2,8411, ,1,2, ,5, , , , , , ,1,2,3080,962,1,1,1,1,1,4,1,4,8,6,3,4,3,8,5,2,5,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,9,14,0,1,20,60,14000,54.26357,0,0,0,1,0,0,12,1,2,2,0,3,2,7
0,1,5,40,120,0,1,1,9,40297,903179,107,45,3,1,0,2,219,2,1,201,2,59,4,4,1960,16,1,7,5,5514,3,1,2,3,5, , , , , , ,1,2,3080,962,1,1,1,1,1,4,1,4,6,6,3,4,3,8,4,2,5,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,9,14,3,3,17,40,10000,58.13953,0,0,0,1,0,0,12,1,2,2,0,3,2,7
0,1,5,40,120,0,1,1,9,40297,903179,107,45,3,1,0,2,219,3,1,301,1,28,29,10,1990,9,1,7,5,5514,3,1,1, ,6, , , , , , ,1,2,3080,962,1,1,1,1,2,4,1,4,6,5,1,4,3,9,4,2,4,2,4,2,2,0,0,0,0,0,1,2,5,0,0,0,0,4,2,2,3,8,0,2,17,40,12000,69.76744,0,0,0,4,0,0,15,1,1,2,0,3,1,7
0,1,5,40,120,0,1,1,9,40297,903179,107,45,3,1,0,2,219,4,1,301,2,24,21,4,1995,9,1,7,4,5330,3,1,1,0,6, , , , , , ,1,2,3080,962,1,1,1,1,1,4,6,4,7,6,3,4,3,8,5,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,1,2,2,7,1,2,16,50,10000,46.51163,0,0,0,1,0,0,10,1,2,2,0,3,2,1
0,1,5,40,120,0,1,1,9,40297,903179,107,45,3,1,0,2,219,5,1,301,1,19,30,1,2000,9,1,7,1,5330,3,2,1, ,6, , , , , , ,1,2,3080,962,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,1,1,1,6,0,7,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,40,120,0,1,1,9,40297,903179,107,62,4,1,0,2,219,1,1,101,1,73,99,99,1946,9,1,7,4,5334,3,1,2, ,5, , , , , , ,1,2,3080,962,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,4,6,11,17,0,6,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,40,120,0,1,1,9,40297,903179,107,62,4,1,0,2,219,2,1,201,2,72,99,99,1947,9,1,7,4,5330,3,1,2,1,5, , , , , , ,1,2,3080,962,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,4,6,11,17,2,8,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,40,120,0,1,1,9,40297,903179,107,62,4,1,0,2,219,3,1,301,1,27,99,99,1992,9,1,7,4,5330,3,1,2, ,6, , , , , , ,1,2,3080,962,1,1,1,1,1,3,3,3,6,5,3,4,3,5,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,2,3,8,0,1,16,40,0,0,0,0,0,1,0,0,7,1,2,2,0,3,2,2
0,1,5,40,120,0,1,1,9,40297,903179,107,79,5,1,1,2,219,1,1,101,1,84,1,9,1934,9,1,2,6, , , ,2, ,5, , , , , , ,1,2,3080,962,1,1,1,1,1,4,5,2,7,3,3,4,3,10,5,2,4,1,2,0,2,0,0,0,0,0,1,1,3,0,0,0,0,2,4,6,11,18,0,4,6,56,5160,21.42857,0,3,0,1,0,0,19,1,2,2,0,3,2,4
0,1,5,40,120,0,1,1,9,40297,903179,107,79,5,1,1,2,219,2,1,201,2,73,13,9,1945,9,1,2,6, , , ,2,5,5, , , , , , ,1,2,3080,962,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,4,6,11,17,3,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,13,1,1,0,2,219,1,1,101,2,78,2,1,1941,9,1,3,3, , , ,2,6,4, , , , , , ,1,2,3080,793,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,4,6,11,18,4,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,13,1,1,0,2,219,2,1,301,1,48,27,9,1970,9,1,4,3, , , ,2, ,6, , , , , , ,1,2,3080,793,1,1,1,3,2,4,7,1,7,1,1,4,3,7,5,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,12,0,3,12,56,0,0,0,2,1,4,1,0,8,1,1,1,0,1,7,8
0,1,5,30,119,0,1,1,9,40298,904743,107,13,1,1,0,2,219,3,1,301,2,44,18,9,1974,9,1,3,3, , , ,2,0,6, , , , , , ,1,2,3080,793,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,3,2,4,6,11,1,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,13,1,1,0,2,219,4,1,301,2,41,14,5,1978,9,1,3,3, , , ,2,0,6, , , , , , ,1,2,3080,793,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,2,4,6,11,1,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,47,2,1,0,2,219,1,1,101,1,38,21,4,1981,9,1,4,3, , , ,2, ,1, , , , , , ,1,2,3080,793,1,1,1,1,2,4,7,3,8,2,1,4,3,7,5,2,2,3,5,0,2,0,0,0,0,0,2,2,5,0,0,0,0,4,2,3,5,10,0,3,12,91,9000,23.00026,0,0,0,4,0,0,8,1,1,1,0,1,3,8
0,1,5,30,119,0,1,1,9,40298,904743,107,47,2,1,0,2,219,2,1,201,2,36,31,1,1983,30,1,3,3, , , ,2,3,1, , , , , , ,1,2,3080,793,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,2,3,5,10,3,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,47,2,1,0,2,219,3,1,301,1,14,4,8,2004,9,1,3,2, , , ,1, ,6, , , , , , ,1,2,3080,793,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,0,0,5,0,7,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,47,2,1,0,2,219,4,1,301,1,12,1,8,2006,9,1,2,5, , , ,1, ,6, , , , , , ,1,2,3080,793,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,0,0,5,0,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,47,2,1,0,2,219,5,1,301,1,10,20,3,2009,9,1,2,3, , , ,1, , , , , , , , ,1,2,3080,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,79,3,1,0,2,219,1,1,101,1,64,29,12,1954,13,1,2,6, , , ,2, ,5, , , , , , ,1,2,3080,793,1,1,1,1,2,4,5,1,7,2,1,4,3,10,5,2,3,1,2,0,2,0,0,0,0,0,1,2,5,0,0,0,0,2,3,6,10,15,0,5,6,54,0,0,0,2,0,4,0,0,19,1,1,2,0,3,1,4
0,1,5,30,119,0,1,1,9,40298,904743,107,79,3,1,0,2,219,2,1,201,2,65,26,2,1954,9,1,2,6, , , ,2,3,5, , , , , , ,1,2,3080,793,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,4,6,11,16,3,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,79,3,1,0,2,219,3,1,301,2,31,8,1,1988,9,1,4,2, , , ,2,2,1, , , , , , ,1,2,3080,793,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,2,3,4,9,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,79,3,1,0,2,219,4,1,417,1,31,16,3,1988,9,1,3,3, , , ,2, ,1, , , , , , ,1,2,3080,793,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,2,3,4,9,0,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,79,3,1,0,2,219,5,1,409,2,11,23,5,2007,15,1,2,5, , , ,1, , , , , , , , ,1,2,3080,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,79,3,1,0,2,219,7,1,413,2,22,13,10,1996,9,1,4,2, , , ,2,0,6, , , , , , ,1,2,3080,793,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,1,2,2,7,1,3,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,114,4,1,0,2,219,2,1,301,1,47,25,6,1971,9,1,6,3,4517,3,1,2, ,5, , , , , , ,1,2,3080,793,1,1,1,1,2,4,8,1,2,2,1,4,3,8,2,2,3,1,2,0,2,0,0,0,1,2,1,2,5,0,0,0,0,4,3,4,7,12,0,3,15,12,0,0,0,0,0,4,0,0,12,1,1,2,0,3,1,4
0,1,5,30,119,0,1,1,9,40298,904743,107,114,4,2,0,2,219,1,1,101,1,38,20,11,1980,9,1,7,6,5711,3,1,2, ,5, , , , , , ,1,2,3080,793,1,1,1,1,1,4,1,2,6,6,3,4,3,9,4,2,6,2,4,1,2,0,0,0,0,0,1,1,2,0,0,0,0,4,2,3,5,10,0,3,18,45,0,0,0,0,0,1,0,0,16,1,2,2,0,3,2,7
0,1,5,30,119,0,1,1,9,40298,904743,107,114,4,2,0,2,219,2,1,201,2,38,7,11,1980,9,1,7,6,5711,3,1,2,2,5, , , , , , ,1,2,3080,793,1,1,1,1,1,4,1,2,6,6,3,4,3,9,4,2,6,2,4,1,2,0,0,0,0,0,1,1,2,0,0,0,0,4,2,3,5,10,2,3,18,40,0,0,0,0,0,1,0,0,16,1,2,2,0,3,2,7
0,1,5,30,119,0,1,1,9,40298,904743,107,114,4,2,0,2,219,3,1,301,2,7,7,12,2011,9,1,2,1, , , ,1, , , , , , , , ,1,2,3080,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,114,4,3,0,2,219,1,1,101,1,43,27,9,1975,9,1,6,3,2714,2,1,2, ,5, , , , , , ,1,2,3080,793,1,1,1,1,1,4,8,3,3,6,3,4,3,9,3,2,6,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,4,6,11,0,3,12,24,7000,67.82946,0,0,0,2,0,0,16,1,2,2,0,3,2,7
0,1,5,30,119,0,1,1,9,40298,904743,107,114,4,3,0,2,219,2,1,201,2,41,18,1,1978,9,1,4,3, , , ,2,4,5, , , , , , ,1,2,3080,793,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,2,4,6,11,3,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,114,4,3,0,2,219,3,1,301,2,18,10,12,2000,9,1,4,2, , , ,1,0,6, , , , , , ,1,2,3080,793,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,1,6,1,7,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,114,4,3,0,2,219,4,1,301,2,17,23,11,2001,9,1,4,1, , , ,1,0,6, , , , , , ,1,2,3080,793,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,1,6,1,7,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,114,4,3,0,2,219,5,1,301,2,11,20,1,2008,9,1,2,5, , , ,1, , , , , , , , ,1,2,3080,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,114,4,3,0,2,219,6,1,301,1,10,16,7,2008,9,1,2,4, , , ,1, , , , , , , , ,1,2,3080,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,5,30,119,0,1,1,9,40298,904743,107,145,5,1,0,2,219,1,1,101,1,65,99,99,1954,9,1,2,6, , , ,2, ,5, , , , , , ,1,2,3080,793,1,1,1,1,1,2,5,2,7,6,3,4,2,3,5,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,2,4,6,11,16,0,3,6,50,5160,24,0,3,0,1,0,0,5,1,2,2,0,3,2,2
0,1,5,30,119,0,1,1,9,40298,904743,107,145,5,1,0,2,219,2,1,201,2,66,16,12,1952,9,2,0,0, , , ,2,4,5, , , , , , ,1,2,3080,793,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,4,6,11,16,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,7,20,118,0,1,1,9,40299,908648,107,74,1,1,0,2,219,1,1,101,2,84,15,9,1934,29,1,2,2, , , ,2,5,4, , , , , , ,1,2,3080,678,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,4,6,11,18,3,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,7,20,118,0,1,1,9,40299,908648,107,74,1,1,0,2,219,2,3,301,1,53,14,6,1965,29,1,7,2,5330,3,2,2, ,6, , , ,6, ,1,1,2,3080,678,1,1,1,3,2,4,8,3,2,1,1,4,3,10,2,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,8,13,0,3,14,12,6450,125,0,0,1,4,0,0,19,1,1,1,0,1,7,8
0,1,7,20,118,0,1,1,9,40299,908648,107,96,2,1,0,2,219,1,1,101,2,59,1,8,1959,20,1,2,2, , , ,2,5,4, , , , , , ,1,2,3080,678,1,1,1,1,2,4,8,3,6,1,1,4,3,10,4,2,8,3,6,0,2,0,0,0,0,0,1,2,5,0,0,0,0,1,3,5,9,14,3,3,2,40,6450,37.5,0,0,0,4,0,0,19,1,1,2,0,2,1,9
0,1,7,20,118,0,1,1,9,40299,908648,107,96,2,1,0,2,219,2,1,301,1,32,24,10,1986,9,1,3,3, , , ,2, ,6, , , , , , ,1,2,3080,678,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,3,2,3,4,9,0,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,7,20,118,0,1,1,9,40299,908648,107,96,2,1,0,2,219,3,1,301,2,42,19,1,1977,9,1,2,1, , , ,2,1,6, , , , , , ,1,2,3080,678,1,1,1,1,2,3,6,1,3,2,1,4,3,5,3,2,2,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,1,2,4,6,11,2,3,1,16,1720,25,0,0,0,4,0,0,7,1,1,1,0,1,1,8
0,1,7,20,118,0,1,1,9,40299,908648,107,96,2,1,0,2,219,5,1,409,2,24,13,3,1995,9,1,2,6, , , ,2,1,6, , , , , , ,1,2,3080,678,1,1,1,1,2,3,6,1,3,2,1,3,3,5,3,2,2,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,2,1,2,2,7,2,3,6,16,1720,25,1,0,0,4,0,0,7,1,1,1,0,1,1,8
0,1,7,20,118,0,1,1,9,40299,908648,107,96,2,1,0,2,219,6,1,410,2,2,20,6,2016,9, , , , , , , , , , , , , , , ,1,2,3080,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,7,20,118,0,1,1,9,40299,908648,107,96,2,1,0,2,219,7,1,409,1,17,26,6,2001,9,1,2,3, , , ,2, ,6, , , , , , ,1,2,3080,678,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1,1,1,1,6,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,7,20,118,0,1,1,9,40299,908648,107,96,2,1,0,2,219,8,3,301,2,41,16,11,1977,9,1,3,3, , , ,2,3,6, , , ,9, , ,1,2,3080,678,1,1,1,1,2,4,8,2,3,1,1,4,3,10,3,2,8,3,6,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,2,4,6,11,3,3,9,20,4300,50,0,0,0,4,0,0,19,1,1,2,0,2,1,9
0,1,7,20,118,0,1,1,9,40299,908648,107,96,2,1,0,2,219,9,3,409,2,9,26,9,2009,9,1,2,2, , , ,1, , , , , ,9, , ,1,2,3080,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,7,20,118,0,1,1,9,40299,908648,107,66,3,1,0,2,219,1,1,101,2,60,15,3,1959,13,1,4,3, , , ,2,2,5, , , , , , ,1,2,3080,678,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,6,10,15,2,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,7,20,118,0,1,1,9,40299,908648,107,66,3,1,0,2,219,2,1,201,1,54,20,6,1964,30,1,4,3, , , ,2, ,5, , , , , , ,1,2,3080,678,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,5,8,13,0,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,7,20,118,0,1,1,9,40299,908648,107,16,4,1,0,2,219,1,1,101,1,78,15,6,1940,9,1,2,6, , , ,2, ,5, , , , , , ,1,2,3080,678,1,1,1,3,2,6,10,1,4,1,1,4,1,1,3,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,11,18,0,3,6,27,0,0,0,0,1,4,0,0,1,1,1,2,0,4,7,3
0,1,7,20,118,0,1,1,9,40299,908648,107,16,4,1,0,2,219,2,1,201,2,76,1,11,1942,11,1,2,6, , , ,2,5,5, , , , , , ,1,2,3080,678,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,4,6,11,18,3,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,7,20,118,0,1,1,9,40299,908648,107,40,5,1,0,2,219,1,1,101,2,64,20,7,1954,15,1,2,2, , , ,2,4,5, , , , , , ,1,2,3080,678,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,3,6,10,15,3,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,7,20,118,0,1,1,9,40299,908648,107,40,5,1,0,2,219,2,1,201,1,66,9,3,1953,21,1,2,2, , , ,2, ,5, , , , , , ,1,2,3080,678,1,1,1,1,1,1,5,3,7,6,2,4,2,4,5,2,5,1,1,0,2,0,0,0,0,0,1,2,5,0,0,0,0,1,4,6,11,16,0,1,2,56,7310,30.35714,0,0,0,1,0,0,4,1,2,2,0,3,2,2
0,1,7,20,118,0,1,1,9,40299,908648,107,40,5,1,0,2,219,3,3,301,1,33,23,1,1986,9,1,2,6, , , ,2, ,1, , , ,6, ,1,1,2,3080,678,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,2,2,3,4,9,0,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
