r_def,loc,mun,est,est_d,ageb,t_loc,cd_a,ent,con,upm,d_sem,n_pro_viv,v_sel,n_hog,h_mud,n_ent,per,n_ren,c_res,par_c,sex,eda,nac_dia,nac_mes,nac_anio,l_nac_c,cs_p12,cs_p13_1,cs_p13_2,cs_p14_c,cs_p15,cs_p16,cs_p17,n_hij,e_con,cs_ad_mot,cs_p20_des,cs_ad_des,cs_nr_mot,cs_p22_des,cs_nr_ori,ur,zona,salario,fac,clase1,clase2,clase3,pos_ocu,seg_soc,rama,c_ocu11c,ing7c,dur9c,emple7c,medica5c,buscar5c,rama_est1,rama_est2,dur_est,ambito1,ambito2,tue1,tue2,tue3,busqueda,d_ant_lab,d_cexp_est,dur_des,sub_o,s_clasifi,remune2c,pre_asa,tip_con,dispo,nodispo,c_inac5c,pnea_est,niv_ins,eda5c,eda7c,eda12c,eda19c,hij5c,domestico,anios_esc,hrsocup,ingocup,ing_x_hrs,tpg_p8a,tcco,cp_anoc,imssissste,ma48me1sm,p14apoyos,scian,t_tra,emp_ppal,tue_ppal,trans_ppal,mh_fil2,mh_col,sec_ins
0,1,2,30,119,0,1,1,9,40636,900171,513,56,4,1,0,3,219,2,1,201,1,72,6,5,1947,20,1,4,3, , , ,2, ,5, , , , , , ,1,2,3080,706,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,6,11,17,0,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,30,119,0,1,1,9,40636,900171,513,56,4,1,0,3,219,3,1,301,2,53,8,10,1965,9,1,4,3, , , ,2,1,3, , , , , , ,1,2,3080,706,1,1,1,1,1,3,4,3,6,2,3,4,3,5,4,2,3,1,2,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,8,13,2,3,12,40,0,0,0,0,0,1,0,0,6,2,2,2,0,3,2,4
0,1,2,30,119,0,1,1,9,40636,900171,513,56,4,1,0,3,219,4,1,409,1,28,12,6,1991,221,1,7,3,5333,3,2,2, ,6, , , , , , ,1,2,3080,706,1,1,1,1,2,4,5,4,4,5,1,4,3,6,3,2,4,1,1,0,2,0,0,0,0,0,1,2,5,0,0,0,0,4,2,2,3,8,0,3,15,30,0,0,0,0,0,4,0,0,18,1,1,2,0,3,1,2
0,1,16,40,120,0,1,1,9,40637,919037,513,82,2,1,0,3,219,1,1,101,2,75,17,8,1943,9,1,7,3,5223,3,1,2,3,4, , , , , , ,1,2,3080,1570,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,6,11,18,3,8,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,16,40,120,0,1,1,9,40637,919037,513,101,3,1,0,3,219,1,1,101,2,55,5,11,1963,9,1,7,4,5321,3,1,2,2,5, , , , , , ,1,2,3080,1570,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,3,5,9,14,2,8,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,16,40,120,0,1,1,9,40637,919037,513,101,3,1,0,3,219,2,1,301,2,25,4,1,1994,9,1,7,4,5311,3,1,2,0,6, , , , , , ,1,2,3080,1570,1,1,1,1,1,4,1,7,6,6,3,4,3,8,4,2,6,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,2,3,8,1,3,16,40,0,0,0,0,0,1,0,0,10,1,2,2,0,3,2,1
0,1,16,40,120,0,1,1,9,40637,919037,513,101,3,1,0,3,219,3,1,301,2,21,5,2,1998,9,1,7,2,5511,3,2,1,0,6, , , , , , ,1,2,3080,1570,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,1,2,2,7,1,7,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,16,40,120,0,1,1,9,40637,919037,513,21,4,1,0,3,219,2,1,201,2,46,18,5,1973,28,1,7,4,5441,3,1,2,2,1, , , , , , ,1,2,3080,1570,1,1,1,1,1,3,3,7,6,2,3,4,3,5,4,2,3,1,2,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,4,7,12,2,3,16,48,0,0,0,0,0,1,0,0,7,1,2,2,0,3,2,4
0,1,16,40,120,0,1,1,9,40637,919037,513,21,4,1,0,3,219,3,1,301,1,10,19,4,2009,15,1,2,3, , , ,1, , , , , , , , ,1,2,3080,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,16,40,120,0,1,1,9,40637,919037,513,21,4,1,0,3,219,4,1,601,2,28,99,9,1990,15,1,3,3, , , ,2,0,6, , , , , , ,1,2,3080,1570,1,1,1,1,2,4,8,2,5,1,1,4,3,10,4,2,8,3,6,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,2,2,3,8,1,3,9,36,0,0,0,0,0,4,0,0,19,1,1,2,0,2,1,9
0,1,13,20,118,0,1,1,9,40638,915779,513,143,3,1,0,3,219,1,1,101,1,63,99,99,1956,9,1,2,6, , , ,2, ,5, , , , , , ,1,2,3080,1338,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,3,6,10,15,0,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13,20,118,0,1,1,9,40638,915779,513,143,3,1,0,3,219,2,1,201,2,59,99,99,1960,9,1,2,6, , , ,2,4,5, , , , , , ,1,2,3080,1338,1,1,1,3,2,3,6,1,6,1,1,4,3,5,4,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,9,14,3,3,6,42,0,0,0,2,1,4,0,0,7,1,1,1,0,1,7,8
0,1,13,20,118,0,1,1,9,40638,915779,513,143,3,1,0,3,219,3,1,409,2,18,3,9,2000,9,1,4,3, , , ,1,0,6, , , , , , ,1,2,3080,1338,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,1,1,1,6,1,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13,20,118,0,1,1,9,40638,915779,513,100,4,1,0,3,219,1,1,101,1,55,6,11,1963,9,1,2,6, , , ,2, ,5, , , , , , ,1,2,3080,1338,1,1,1,1,1,4,8,3,5,6,3,4,3,9,4,2,6,2,4,2,2,0,0,0,0,0,1,1,3,0,0,0,0,2,3,5,9,14,0,3,6,37,8000,50.28284,0,0,0,2,0,0,15,1,2,2,0,3,2,7
0,1,13,20,118,0,1,1,9,40638,915779,513,100,4,1,0,3,219,2,1,201,2,52,19,5,1967,9,1,2,6, , , ,2,3,5, , , , , , ,1,2,3080,1338,1,1,1,1,2,4,5,1,5,2,1,4,3,6,4,2,2,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,2,3,5,8,13,3,3,6,36,0,0,0,2,0,4,0,0,18,1,1,1,0,1,1,8
0,1,13,20,118,0,1,1,9,40638,915779,513,100,4,1,0,3,219,3,1,301,1,28,15,5,1991,9,1,2,6, , , ,2, ,6, , , , , , ,1,2,3080,1338,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,2,2,2,3,8,0,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13,20,118,0,1,1,9,40638,915779,513,100,4,1,0,3,219,4,1,301,2,21,1,7,1997,9,1,3,3, , , ,2,1,5, , , , , , ,1,2,3080,1338,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,1,2,2,7,2,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13,20,118,0,1,1,9,40638,915779,513,100,4,1,0,3,219,5,1,417,1,21,19,3,1998,9,1,3,3, , , ,2, ,5, , , , , , ,1,2,3080,1338,1,1,1,3,2,3,6,1,6,1,1,4,3,5,4,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,7,0,3,9,40,0,0,0,2,1,4,0,0,7,1,1,1,0,1,7,8
0,1,13,20,118,0,1,1,9,40638,915779,513,100,4,1,0,3,219,6,1,409,2,1,6,10,2017,9, , , , , , , , , , , , , , , ,1,2,3080,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,15,30,119,0,1,1,9,40639,917759,513,69,1,1,0,3,219,1,1,101,2,43,10,3,1976,9,1,6,2,2814,2,1,2,1,6, , , , , , ,1,2,3080,2112,1,1,1,1,2,3,6,2,6,2,1,4,3,5,4,2,3,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,2,4,6,11,2,3,11,48,0,0,0,0,0,4,0,0,7,1,1,1,0,1,1,8
0,1,15,30,119,0,1,1,9,40639,917759,513,69,1,1,0,3,219,2,1,403,2,40,31,3,1979,9,1,6,2,2814,2,1,2,3,5, , , , , , ,1,2,3080,2112,1,1,1,1,2,4,8,2,6,6,1,4,3,8,4,2,5,1,1,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,2,4,6,11,3,3,11,45,0,0,0,0,0,4,0,0,14,1,1,2,0,3,1,2
0,1,15,30,119,0,1,1,9,40639,917759,513,69,1,1,0,3,219,3,1,413,1,17,14,7,2001,9,1,4,2, , , ,1, ,6, , , , , , ,1,2,3080,2112,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,1,6,0,7,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,15,30,119,0,1,1,9,40639,917759,513,69,1,1,0,3,219,4,1,413,1,16,12,12,2002,9,1,4,1, , , ,1, ,6, , , , , , ,1,2,3080,2112,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,1,6,0,7,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,15,30,119,0,1,1,9,40639,917759,513,69,1,1,0,3,219,5,1,413,2,7,18,5,2012,9,1,2,1, , , ,1, , , , , , , , ,1,2,3080,2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,15,30,119,0,1,1,9,40639,917759,513,245,4,1,0,3,219,1,1,101,1,35,19,12,1983,9,1,7,5,5213,3,1,2, ,5, , , , , , ,1,2,3080,2112,1,1,1,1,1,4,3,3,6,6,3,4,3,11,4,2,7,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,3,5,10,0,3,17,45,0,0,0,0,0,2,0,0,20,1,2,2,0,3,2,5
0,1,15,30,119,0,1,1,9,40639,917759,513,245,4,1,0,3,219,2,1,201,2,33,15,12,1985,9,1,7,5,5213,3,1,2,0,5, , , , , , ,1,2,3080,2112,1,1,1,1,2,4,1,3,6,6,1,4,3,7,4,2,5,1,1,0,2,0,0,0,0,0,2,2,5,0,0,0,0,4,2,3,4,9,1,3,17,40,0,0,0,0,0,4,0,0,9,1,1,2,0,3,3,2
0,1,15,30,119,0,1,1,9,40639,917759,513,12,5,1,0,3,219,2,1,301,1,36,16,10,1982,9,1,7,3,5213,3,1,2, ,6, , , , , , ,1,2,3080,2112,1,1,1,1,1,2,1,3,6,5,3,4,2,3,4,2,4,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,3,5,10,0,3,15,40,0,0,0,0,0,1,0,0,5,1,2,2,0,3,2,2
0,21,11,30,122,0,2,1,9,40640,920876,513,3,1,1,0,3,219,1,1,101,1,49,4,9,1969,9,1,2,6, , , ,2, ,1, , , , , , ,1,2,3080,241,1,1,1,1,1,2,5,1,6,6,3,4,2,3,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,2,3,4,7,12,0,3,6,45,0,0,0,2,0,1,0,0,5,1,2,2,0,3,2,2
0,21,11,30,122,0,2,1,9,40640,920876,513,3,1,1,0,3,219,2,1,201,2,44,9,5,1975,9,1,3,3, , , ,2,1,1, , , , , , ,1,2,3080,241,1,1,1,1,1,2,5,2,6,6,3,4,2,3,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,4,6,11,2,3,9,48,3700,17.92636,0,0,0,1,0,0,5,1,2,2,0,3,2,2
0,21,11,30,122,0,2,1,9,40640,920876,513,3,1,1,0,3,219,3,1,301,1,15,4,2,2004,9,1,3,2, , , ,1, ,6, , , , , , ,1,2,3080,241,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,1,1,1,6,0,7,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,21,11,30,122,0,2,1,9,40640,920876,513,38,2,1,0,3,219,1,1,101,1,28,7,9,1990,9,1,4,3, , , ,1, ,1, , , , , , ,1,2,3080,241,1,1,1,1,1,4,2,2,2,6,3,4,3,9,2,2,5,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,2,3,8,0,2,12,12,0,0,0,0,0,2,0,0,15,1,2,2,0,3,2,7
0,21,11,30,122,0,2,1,9,40640,920876,513,38,2,1,0,3,219,2,1,201,2,24,16,12,1994,9,1,4,3, , , ,1,2,1, , , , , , ,1,2,3080,241,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,4,1,2,2,7,2,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,21,11,30,122,0,2,1,9,40640,920876,513,38,2,1,0,3,219,3,1,301,2,6,19,9,2012,9,2,1,2, , , ,1, , , , , , , , ,1,2,3080,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,11,30,122,0,2,1,9,40640,920876,513,38,2,1,0,3,219,4,1,301,2,4,26,1,2015,9, , , , , , , , , , , , , , , ,1,2,3080,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,11,30,122,0,2,1,9,40640,920876,513,51,3,1,0,3,219,1,1,101,1,69,19,6,1950,11,2,2,1, , , ,2, ,4, , , , , , ,1,2,3080,241,1,1,1,1,2,1,5,2,7,2,1,4,2,4,5,2,2,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,1,4,6,11,16,0,3,1,55,4300,18.18182,0,3,0,4,0,0,4,1,1,1,0,1,1,8
0,21,11,30,122,0,2,1,9,40640,920876,513,51,3,1,0,3,219,2,1,301,1,37,10,2,1982,9,1,3,3, , , ,2, ,6, , , , , , ,1,2,3080,241,1,1,1,1,2,1,5,3,7,2,1,4,2,4,5,2,2,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,2,3,5,10,0,3,9,55,8600,36.36364,0,0,0,4,0,0,4,1,1,1,0,1,1,8
0,21,11,30,122,0,2,1,9,40640,920876,513,105,5,1,0,3,219,1,1,101,1,64,6,1,1955,11,1,2,3, , , ,2, ,5, , , , , , ,1,2,3080,241,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1,3,6,10,15,0,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,21,11,30,122,0,2,1,9,40640,920876,513,105,5,1,0,3,219,2,1,201,2,64,27,7,1954,11,1,2,6, , , ,2,5,5, , , , , , ,1,2,3080,241,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,3,6,10,15,3,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,21,11,30,122,0,2,1,9,40640,920876,513,105,5,1,0,3,219,3,1,301,1,37,3,1,1982,9,1,3,3, , , ,2, ,5, , , , , , ,1,2,3080,241,1,1,1,1,2,1,5,2,7,2,1,4,2,4,5,2,2,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,2,3,5,10,0,1,9,50,5590,26,0,3,0,4,0,0,4,1,1,1,0,1,1,8
0,21,11,30,122,0,2,1,9,40640,920876,513,105,5,1,0,3,219,6,1,409,1,4,31,12,2014,9, , , , , , , , , , , , , , , ,1,2,3080,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,13,40,201,0,1,1,15,40001,1500388,101,90,2,1,0,2,219,1,1,101,1,70,18,8,1948,9,1,7,5,5514,3,1,2, ,5, , , , , , ,1,2,3080,4301,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,6,11,17,0,6,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13,40,201,0,1,1,15,40001,1500388,101,90,2,1,0,2,219,2,1,201,2,65,26,5,1953,9,1,4,3, , , ,2,4,5, , , , , , ,1,2,3080,4301,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,4,6,11,16,3,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13,40,201,0,1,1,15,40001,1500388,101,90,2,1,0,2,219,3,1,301,1,46,15,8,1972,9,1,7,4,5321,3,1,2, ,3, , , , , , ,1,2,3080,4301,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4,3,4,7,12,0,3,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13,40,201,0,1,1,15,40001,1500388,101,90,2,1,0,2,219,4,1,301,1,43,30,9,1975,9,1,7,2,5313,3,2,2, ,5, , , , , , ,1,2,3080,4301,1,1,1,1,2,3,4,7,7,6,4,4,3,5,5,2,5,1,1,0,2,0,0,0,0,0,1,1,2,0,0,0,0,4,2,4,6,11,0,3,14,50,0,0,0,0,0,4,0,0,7,1,1,2,0,3,1,2
0,1,13,40,201,0,1,1,15,40001,1500388,101,90,2,1,0,2,219,5,1,417,2,33,1,4,1986,15,1,4,3, , , ,2,2,5, , , , , , ,1,2,3080,4301,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,2,3,4,9,2,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13,40,201,0,1,1,15,40001,1500388,101,90,2,1,0,2,219,6,1,409,1,15,15,11,2003,15,1,3,3, , , ,1, ,6, , , , , , ,1,2,3080,4301,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,1,6,0,7,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13,40,201,0,1,1,15,40001,1500388,101,90,2,1,0,2,219,7,1,409,1,11,20,11,2007,221,1,2,4, , , ,1, , , , , , , , ,1,2,3080,4301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,13,40,201,0,1,1,15,40001,1500388,101,155,3,1,0,2,219,1,1,101,1,63,6,8,1955,21,1,7,1,5512,3,2,2, ,5, , , , , , ,1,2,3080,4301,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,6,10,15,0,8,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13,40,201,0,1,1,15,40001,1500388,101,155,3,1,0,2,219,3,1,301,2,32,3,2,1987,15,1,7,4,5213,3,1,2,0,6, , , , , , ,1,2,3080,4301,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,2,3,4,9,1,9,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13,40,201,0,1,1,15,40001,1500388,101,203,4,1,0,2,219,1,1,101,1,51,99,3,1968,15,1,7,4,5335,3,1,2, ,1, , , , , , ,1,2,3080,4301,1,1,1,2,2,4,6,1,5,2,1,4,3,7,4,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,8,13,0,1,16,36,3000,19.37984,0,2,0,4,0,0,8,1,2,2,0,3,6,4
0,1,13,40,201,0,1,1,15,40001,1500388,101,203,4,1,0,2,219,2,1,201,2,43,99,99,1976,15,1,4,3, , , ,2,1,1, , , , , , ,1,2,3080,4301,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,2,4,6,11,2,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13,40,201,0,1,1,15,40001,1500388,101,203,4,1,0,2,219,3,1,301,1,17,24,12,2001,15,1,3,3, , , ,1, ,6, , , , , , ,1,2,3080,4301,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,1,6,0,7,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13,40,201,0,1,1,15,40001,1500388,101,203,4,1,0,2,219,4,1,303,2,18,99,99,2001,15,1,4,1, , , ,1,0,6, , , , , , ,1,2,3080,4301,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,1,6,1,7,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,31,10,198,0,1,1,15,40002,1503857,101,59,1,1,0,2,219,1,1,101,1,25,20,10,1993,15,1,2,6, , , ,2, ,1, , , , , , ,1,2,3080,1556,1,1,1,1,2,1,5,2,8,2,1,4,2,4,5,2,2,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,2,2,2,3,8,0,3,6,60,5160,20,0,3,0,4,0,0,4,1,1,1,0,1,1,8
0,1,31,10,198,0,1,1,15,40002,1503857,101,59,1,1,0,2,219,2,1,201,2,25,11,10,1993,15,1,2,6, , , ,2,2,1, , , , , , ,1,2,3080,1556,1,1,1,1,2,4,8,2,6,2,4,4,3,6,4,2,3,1,2,0,2,0,0,0,0,0,1,1,5,0,0,0,0,2,2,2,3,8,2,3,6,42,6000,33.22259,0,0,0,4,0,0,18,1,1,2,0,3,1,4
0,1,31,10,198,0,1,1,15,40002,1503857,101,59,1,1,0,2,219,3,1,301,1,7,26,7,2011,15,1,2,1, , , ,1, , , , , , , , ,1,2,3080,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,31,10,198,0,1,1,15,40002,1503857,101,59,1,1,0,2,219,4,1,301,2,3,28,7,2015,15, , , , , , , , , , , , , , , ,1,2,3080,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,31,10,198,0,1,1,15,40002,1503857,101,10,2,1,0,2,219,2,1,301,1,22,17,5,1996,15,1,4,2, , , ,2, ,6, , , , , , ,1,2,3080,1556,1,1,1,1,2,2,5,3,7,2,1,4,2,3,5,2,3,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,1,2,2,7,0,3,11,50,6450,30,0,0,0,4,0,0,5,1,1,1,0,1,1,8
0,1,31,10,198,0,1,1,15,40002,1503857,101,10,2,1,0,2,219,3,1,301,1,16,22,6,2002,15,1,3,1, , , ,2, ,6, , , , , , ,1,2,3080,1556,1,1,1,1,2,1,5,2,8,2,1,4,2,4,5,2,2,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,2,1,1,1,6,0,3,7,60,5160,20,0,3,0,4,0,0,4,1,1,1,0,1,1,8
0,1,31,10,198,0,1,1,15,40002,1503857,101,98,3,1,0,2,219,1,1,101,1,58,4,2,1961,21,1,2,6, , , ,2, ,1, , , , , , ,1,2,3080,1556,1,1,1,3,2,3,6,1,4,1,1,4,3,5,3,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,9,14,0,4,6,32,2150,15.625,0,0,1,4,0,0,7,1,1,1,0,1,7,8
0,1,31,10,198,0,1,1,15,40002,1503857,101,98,3,1,0,2,219,2,1,201,2,53,25,1,1966,21,1,2,6, , , ,2,2,1, , , , , , ,1,2,3080,1556,1,1,1,3,2,3,6,1,6,1,1,4,3,5,4,2,3,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,8,13,2,3,6,48,2150,10.41667,0,2,1,4,0,0,7,1,1,1,0,1,7,8
0,1,31,10,198,0,1,1,15,40002,1503857,101,124,4,1,0,2,219,1,1,101,2,38,10,8,1980,15,1,3,3, , , ,2,3,6, , , , , , ,1,2,3080,1556,1,1,1,1,2,2,5,2,8,2,4,4,2,3,5,2,3,1,2,0,2,0,0,0,0,0,1,1,5,0,0,0,0,3,2,3,5,10,3,3,9,60,4300,16.66667,0,3,0,4,0,0,5,1,1,2,0,3,1,4
0,1,31,10,198,0,1,1,15,40002,1503857,101,124,4,1,0,2,219,2,1,301,1,17,27,5,2001,15,1,4,2, , , ,1, ,6, , , , , , ,1,2,3080,1556,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,1,6,0,7,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,31,10,198,0,1,1,15,40002,1503857,101,124,4,1,0,2,219,3,1,301,2,12,13,3,2007,15,1,2,5, , , ,1,0,6, , , , , , ,1,2,3080,1556,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,0,0,5,1,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
